data_captura,dt_captura,nome,link
2026-06-04,2026-06-04,Companhia Riograndense de Saneamento S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000032
2026-06-04,2026-06-04,Companhia Siderurgica Nacional,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001493
2026-06-04,2026-06-04,Companhia de Eletricidade do Amapa S.A. - CEA,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001359
2026-06-04,2026-06-04,Companhia de Eletricidade do Estado da Bahia,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001209
2026-06-04,2026-06-04,Companhia de Geracao e Transmissao de Energia Eletrica do Sul do Brasil,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001389
2026-06-04,2026-06-04,Companhia de Saneamento Basico do Estado de Sao Paulo,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000306
2026-06-04,2026-06-04,Delta Sucroenergia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001385
2026-06-04,2026-06-04,ENEVA S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000433
2026-06-04,2026-06-04,Emccamp Residencial S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001087
2026-06-04,2026-06-04,Ferrari Agroindustria S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000090
2026-06-04,2026-06-04,Furnas - Centrais Eletricas S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001122
2026-06-04,2026-06-04,GG Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000875
2026-06-04,2026-06-04,Gerdau S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001212
2026-06-04,2026-06-04,Goncalves & Tortola S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000659
2026-06-04,2026-06-04,Ligga Telecomunicacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000182
2026-06-04,2026-06-04,Moura Dubeux Engenharia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000518
2026-06-04,2026-06-04,Pernambucanas Fundo de Investimento em Direitos Creditorios de Responsabilidade Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000133
2026-06-04,2026-06-04,Prolagos S.A. - Concessionaria de Servicos Publicos de Agua e Esgoto (Prolagos),https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000452
2026-06-04,2026-06-04,RB Capital Credit Alpha Strategy I Fundo de Investimentos de Direitos Creditorios - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000623
2026-06-04,2026-06-04,SLC Agricola S/A,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000295
2026-06-04,2026-06-04,Simpar S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001409
2026-06-04,2026-06-04,Sul America Investimentos DTVM S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000200
2026-06-04,2026-06-04,Ultrafertil S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000513
2026-06-04,2026-06-04,Ultrapar Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000846
2026-06-04,2026-06-04,Usina Batatais SA - Acucar e Alcool,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000810
2026-06-04,2026-06-04,Usina Santa Adelia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000567
2026-06-04,2026-06-04,Usina Sao Jose da Estiva S/A Acucar e Alcool,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000836
2026-06-04,2026-06-04,Usina Termeletrica Pampa Sul S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001289
2026-06-04,2026-06-04,Usinas Itamarati S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000520
2026-06-04,2026-06-04,Usinas Siderurgicas de Minas Gerais S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000821
2026-06-04,2026-06-04,BRF S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000587
2026-06-04,2026-06-04,BTG Pactual Seguros S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/INS/entityId/1001233
2026-06-04,2026-06-04,Cyrela Brazil Realty S.A. Empreendimentos e Participacoes,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001480
2026-06-04,2026-06-04,EMS S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000062
2026-06-04,2026-06-04,Equipav Saneamento S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001511
2026-06-04,2026-06-04,Hypera S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000362
2026-06-04,2026-06-04,JBS S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000855
2026-06-04,2026-06-04,JSL S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001116
2026-06-04,2026-06-04,LM Transportes Interestaduais Servicos e Comercio S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000747
2026-06-04,2026-06-04,Lins Agroindustrial S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001195
2026-06-04,2026-06-04,Motiva Infraestrutura de Mobilidade S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001004
2026-06-04,2026-06-04,Movida Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001084
2026-06-04,2026-06-04,Sonora Estancia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001487
2026-06-04,2026-06-04,UHE Sao Simao Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000748
2026-06-04,2026-06-04,Votorantim S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000359
2026-06-04,2026-06-04,BNDESPar-BNDES Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1001283
2026-06-04,2026-06-04,Bem Brasil Alimentos S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001510
2026-06-04,2026-06-04,Cooperativa de Credito Unicred Uniao Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1005842
2026-06-04,2026-06-04,Fortbrasil Securitizadora S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000739
2026-06-04,2026-06-04,IRB-Brasil Resseguros S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/INS/entityId/1000593
2026-06-04,2026-06-04,Integracao Transmissora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001018
2026-06-04,2026-06-04,MNLT S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000387
2026-06-04,2026-06-04,Minerva S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000071
2026-06-04,2026-06-04,"Nu Financeira S.A. - Sociedade de Credito, Financiamento e Investimento",https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000913
2026-06-04,2026-06-04,Omni Banco S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1001152
2026-06-04,2026-06-04,Omni S.A. - Credito Financiamento e Investimento,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000163
2026-06-04,2026-06-04,Prio S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000095
2026-06-04,2026-06-04,Rio Bravo Investimentos Holding S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000188
2026-06-04,2026-06-04,Rodovias Integradas do Oeste S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008695
2026-06-04,2026-06-04,Rodovias das Colinas S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000313
2026-06-04,2026-06-04,Rumo Malha Central S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1008469
2026-06-04,2026-06-04,Rumo Malha Paulista S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000005
2026-06-04,2026-06-04,Rumo S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000139
2026-06-04,2026-06-04,SPE Transmissora de Energia Linha Verde I S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008281
2026-06-04,2026-06-04,Tupy S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000474
2026-06-04,2026-06-04,UTE GNA I Geracao de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000813
2026-06-04,2026-06-04,Verde Ambiental Alagoas S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000168
2026-06-04,2026-06-04,VerdeCard Fundo de Investimento em Direitos Creditorios Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000391
2026-06-04,2026-06-04,Voke S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000210
2026-06-04,2026-06-04,BRB - Banco de Brasilia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000364
2026-06-04,2026-06-04,Concessao Metroviaria do Rio de Janeiro S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001288
2026-06-04,2026-06-04,Dimed S.A. Distribuidora de Medicamentos,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001328
2026-06-04,2026-06-04,Empirica Soberano - Fundo de Investimento Renda Fixa Referenciado DI,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FUNDS/entityId/10000048
2026-06-04,2026-06-04,Energisa Mato Grosso - Distribuidora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000605
2026-06-04,2026-06-04,Energisa Mato Grosso do Sul - Distribuidora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1005640
2026-06-04,2026-06-04,Energisa Paraiba-Distribuidora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000708
2026-06-04,2026-06-04,Energisa S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000328
2026-06-04,2026-06-04,Energisa Sergipe-Distribuidora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000311
2026-06-04,2026-06-04,FS Fortalece Fundo de Investimento em Direitos Creditorios Comerciais de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000740
2026-06-04,2026-06-04,Ferrovia Centro-Atlantica S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000248
2026-06-04,2026-06-04,Gs Inima Industrial S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000334
2026-06-04,2026-06-04,Multiplan Empreendimentos Imobiliarios S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001007
2026-06-04,2026-06-04,Regenera Rio S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000255
2026-06-04,2026-06-04,SPIC Brasil Energia Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000117
2026-06-04,2026-06-04,Tereos Acucar & Energia Brasil SA,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000165
2026-06-04,2026-06-04,Tigre S.A. Participacoes,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000030
2026-06-04,2026-06-04,Tivio Capital DTVM S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000439
2026-06-04,2026-06-04,YDUQS Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000564
2026-06-04,2026-06-04,Belem Transmissora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001488
2026-06-04,2026-06-04,Colombo Agroindustria S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001437
2026-06-04,2026-06-04,Direcional Engenharia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000780
2026-06-04,2026-06-04,Eletrobras CHESF,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000495
2026-06-04,2026-06-04,Eletrobras-Centrais Eletricas Brasileiras S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000689
2026-06-04,2026-06-04,Hedge Brasil Shopping Fundo De Investimento Imobiliario De Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001055
2026-06-04,2026-06-04,Iochpe-Maxion S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000847
2026-06-04,2026-06-04,Logistica Ambiental de Sao Paulo S.A. - LOGA,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001499
2026-06-04,2026-06-04,Norte Brasil Transmissora de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000432
2026-06-04,2026-06-04,Orizon Valorizacao de Residuos S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000779
2026-06-04,2026-06-04,Redwood Administracao de Recursos Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1008743
2026-06-04,2026-06-04,Republica Federativa do Brasil,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/SOV/entityId/1000872
2026-06-04,2026-06-04,Reuso Itaborai S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008322
2026-06-04,2026-06-04,SumUp Smart I FIDC Segmento Meios de Pagamento de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1005841
2026-06-04,2026-06-04,SumUp Smart II FIDC Segmento Meios de Pagamento de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1005843
2026-06-04,2026-06-04,SumUp Smart III FIDC Segmento Meios de Pagamento de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1008261
2026-06-04,2026-06-04,SumUp Smart IV FIDC Segmento Meios de Pagamento de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1008341
2026-06-04,2026-06-04,Trisul S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001498
2026-06-04,2026-06-04,CESP-Companhia Energetica de Sao Paulo,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000655
2026-06-04,2026-06-04,CSN Mineracao S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000637
2026-06-04,2026-06-04,Cemig Geracao e Transmissao S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001078
2026-06-04,2026-06-04,"DM Sociedade de Credito, Financiamento e Investimento S.A.",https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1008530
2026-06-04,2026-06-04,Desktop S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000918
2026-06-04,2026-06-04,EcoRioMinas Concessionaria de Rodovias S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000616
2026-06-04,2026-06-04,Ecorodovias Concessoes e Servicos S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000636
2026-06-04,2026-06-04,Mills Locacao Servicos e Logistica S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000715
2026-06-04,2026-06-04,Neoenergia Distribuicao Brasilia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000602
2026-06-04,2026-06-04,Neoenergia Morro do Chapeu Transmissao e Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001473
2026-06-04,2026-06-04,Neoenergia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001208
2026-06-04,2026-06-04,Tecnologia Bancaria S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001542
2026-06-04,2026-06-04,Telefonica Brasil S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000777
2026-06-04,2026-06-04,Vert Companhia Securitizadora,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000350
2026-06-04,2026-06-04,Concessionaria Auto Raposo Tavares S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000772
2026-06-04,2026-06-04,Concessionaria Ecovias Raposo-Castelo S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000070
2026-06-04,2026-06-04,Concessionaria Ecovias do Cerrado S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001000
2026-06-04,2026-06-04,Concessionaria Ecovias dos Imigrantes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000539
2026-06-04,2026-06-04,Concessionaria Rodoanel Norte SPE S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001544
2026-06-04,2026-06-04,Concessionaria Rodovias do Sul de Minas SPE S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000867
2026-06-04,2026-06-04,Concessionaria Rota Sorocabana S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008550
2026-06-04,2026-06-04,Concessionaria da Linha 4 do Metro de Sao Paulo S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008590
2026-06-04,2026-06-04,Concessionaria da Rodovia MG-050 S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000064
2026-06-04,2026-06-04,Concessionaria de Rodovia Sul-Matogrossense S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1008448
2026-06-04,2026-06-04,Concessionaria de Rodovias Noroeste Paulista S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1004346
2026-06-04,2026-06-04,Concessionaria de Rodovias PRVias S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000685
2026-06-04,2026-06-04,Concessionaria de Rodovias do Interior Paulista S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000229
2026-06-04,2026-06-04,Concessionaria de Saneamento do Amapa SPE S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001046
2026-06-04,2026-06-04,Construtora Tenda S/A,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000268
2026-06-04,2026-06-04,EBT-Empresa Brasileira de Terminais e Armazens Gerais Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000658
2026-06-04,2026-06-04,Eletromidia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001014
2026-06-04,2026-06-04,MRV Engenharia e Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001453
2026-06-04,2026-06-04,Vitru Educacao S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000782
2026-06-04,2026-06-04,CPFL Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001207
2026-06-04,2026-06-04,FIDC Creditas Auto Veiculos,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1005741
2026-06-04,2026-06-04,FS Industria De Biocombustiveis Ltda,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001541
2026-06-04,2026-06-04,Holding do Araguaia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000340
2026-06-04,2026-06-04,Petroleo Brasileiro S.A. - Petrobras,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000660
2026-06-04,2026-06-04,Rede D'Or Sao Luiz S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000330
2026-06-04,2026-06-04,Bioenergetica Vale do Paracatu S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001194
2026-06-04,2026-06-04,LOG Commercial Properties e Participacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000516
2026-06-04,2026-06-04,MRS Logistica S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001451
2026-06-04,2026-06-04,Orizon Meio Ambiente S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001123
2026-06-04,2026-06-04,PRIO Forte S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000827
2026-06-04,2026-06-04,"Stone Sociedade de Credito, Financiamento e Investimento S.A.",https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000166
2026-06-04,2026-06-04,Tres Tentos Agroindustrial S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000316
2026-06-04,2026-06-04,VLI Multimodal S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001077
2026-06-04,2026-06-04,Vix Logistica S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001153
2026-06-04,2026-06-04,CELSE / Centrais Elétricas de Sergipe S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000920
2026-06-04,2026-06-04,Combio Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000880
2026-06-04,2026-06-04,Concessionária das Rodovias Ayrton Senna e Carvalho Pinto S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001291
2026-06-04,2026-06-04,Eco Securitizadora de Direitos Creditorios do Agronegocio S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001197
2026-06-04,2026-06-04,Bivi Holding S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001518
2026-06-04,2026-06-04,Celeo Redes Transmissao de Energia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001360
2026-06-04,2026-06-04,True Securitizadora S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - RMBS/entityId/1000887
2026-06-04,2026-06-04,Cury Construtora e Incorporadora S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000951
2026-06-04,2026-06-04,Elektro Redes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000633
